source	target	target_id
Stromal cell(Prostate)	prostate stromal cell	CL:0002622
Stromal cell_Acta1 high(Neonatal-Rib)	stromal cell	CL:0000499
Stromal cell_Acta2 high(Lung)	stromal cell	CL:0000499
Stromal cell_Adamdec1 high(Small-Intestine)	stromal cell	CL:0000499
Stromal cell_Akr1c18 high(Neonatal-Skin)	stromal cell	CL:0000499
Stromal cell_Ankrd1 high(Kidney)	stromal cell	CL:0000499
Stromal cell_Car3 high(Bladder)	stromal cell	CL:0000499
Stromal cell_Ccl11 high(Uterus)	stromal cell	CL:0000499
Stromal cell_Col1a1 high(Neonatal-Calvaria)	stromal cell	CL:0000499
Stromal cell_Col3a1 high(Mammary-Gland-Virgin)	stromal cell	CL:0000499
Stromal cell_Col3a1 high(Neonatal-Calvaria)	stromal cell	CL:0000499
Stromal cell_Col3a1 high(Neonatal-Heart)	stromal cell	CL:0000499
Stromal cell_Cxcl10 high(Kidney)	stromal cell	CL:0000499
Stromal cell_Cxcl14 high(Uterus)	stromal cell	CL:0000499
Stromal cell_Dcn high(Kidney)	stromal cell	CL:0000499
Stromal cell_Dcn high(Lung)	stromal cell	CL:0000499
Stromal cell_Dcn high(Small-Intestine)	stromal cell	CL:0000499
Stromal cell_Dpt high(Bladder)	stromal cell	CL:0000499
Stromal cell_Fmod high(Neonatal-Heart)	stromal cell	CL:0000499
Stromal cell_Fn1 high(Pancreas)	stromal cell of pancreas	CL:0002574
Stromal cell_Gas6 high(Neonatal-Skin)	stromal cell	CL:0000499
Stromal cell_Gm23935 high(Uterus)	stromal cell	CL:0000499
Stromal cell_Has1 high(Uterus)	stromal cell	CL:0000499
Stromal cell_Hsd11b2 high(Uterus)	stromal cell	CL:0000499
Stromal cell_Inmt high(Lung)	stromal cell	CL:0000499
Stromal cell_Mfap4 high(Pancreas)	stromal cell	CL:0000499
Stromal cell_Mgp high(Fetal_Kidney)	stromal cell	CL:0000499
Stromal cell_Mgp high(Kidney)	stromal cell	CL:0000499
Stromal cell_Ndn high(Neonatal-Muscle)	stromal cell	CL:0000499
Stromal cell_Pi16 high(Mammary-Gland-Virgin)	stromal cell	CL:0000499
Stromal cell_Ptgds high(Kidney)	stromal cell	CL:0000499
Stromal cell_Smoc2 high(Pancreas)	stromal cell of pancreas	CL:0002574
Stromal cell_Spp1 high(Neonatal-Muscle)	stromal cell	CL:0000499
Stromal cell_Tnmd high(Neonatal-Rib)	stromal cell	CL:0000499
T Cell_Cd8b1 high(Lung)	CD8-positive, alpha-beta T cell	CL:0000625
T cell(Kidney)	T cell	CL:0000084
T cell(Muscle)	T cell	CL:0000084
T cell(Neonatal-Muscle)	T cell	CL:0000084
T cell(Pancreas)	T cell	CL:0000084
T cell(Prostate)	T cell	CL:0000084
T cell(Spleen)	T cell	CL:0000084
T cell_Ccl5 high(Small-Intestine)	T cell	CL:0000084
T cell_Cd7 high(Small-Intestine)	T cell	CL:0000084
T cell_Cd8b1 high(Mammary-Gland-Virgin)	CD8-positive, alpha-beta T cell	CL:0000625
T cell_Gm14303 high(Peripheral_Blood)	T cell	CL:0000084
T cell_Gzma high(Liver)	T cell	CL:0000084
T cell_Icos high(Small-Intestine)	T cell	CL:0000084
T cell_Id2 high(Thymus)	T cell	CL:0000084
T cell_Ly6c2 high(Mammary-Gland-Virgin)	T cell	CL:0000084
T cell_Ms4a4b high(Bone-Marrow)	T cell	CL:0000084
T cell_Ms4a4b high(Small-Intestine)	T cell	CL:0000084
T cell_Ms4a4b high(Thymus)	T cell	CL:0000084
T cell_Trbc2 high(Liver)	T cell	CL:0000084
T cell_Trbc2 high(Peripheral_Blood)	T cell	CL:0000084
T-cells_Ctla4 high(Mammary-Gland-Virgin)	T cell	CL:0000084
Tendon stem/progenitor cell(Neonatal-Muscle)	preosteoblast	CL:0007010
Thecal cell(Ovary)	theca cell	CL:0000503
Thick ascending limb of the loop of Henle(Kidney)	kidney loop of Henle thick ascending limb epithelial cell	CL:1001106
Tuft cell(Stomach)	brush cell	CL:0002204
Umbrella cell(Bladder)	bladder urothelial cell	CL:1001428
Ureteric epithelium(Kidney)	epithelial cell	CL:0000066
Urothelium(Bladder)	bladder urothelial cell	CL:1001428
Vascular endothelial cell(Bladder)	endothelial cell of vascular tree	CL:0002139
Vascular endothelial cell(Neonatal-Heart)	endothelial cell of vascular tree	CL:0002139
Vascular smooth muscle progenitor cell(Bladder)	vascular associated smooth muscle cell	CL:0000359
Ventricle cardiomyocyte_Kcnj8 high(Neonatal-Heart)	ventricular cardiac muscle cell	CL:2000046
abT cell(Thymus)	immature alpha-beta T cell	CL:0000790
gdT cell (Thymus)	gamma-delta thymocyte	CL:0002405
luteal cells(Ovary)	luteal cell	CL:0000175
unknown	UNKNOWN	UNKNOWN
β-cell(Pancreas)	type B pancreatic cell	CL:0000169
